Ingredient_id,Target_name
HBIN036568,AR
HBIN036568,PTGS2
HBIN036568,PTGS1
HBIN037160,PGR
HBIN037160,IL6
HBIN037160,ETFDH
HBIN037195,CCNA2
HBIN037195,CA2
HBIN037195,CDK2
HBIN037195,PIM1
HBIN037195,AR
HBIN037195,PTGS2
HBIN037195,ESR1
HBIN037195,ACHE
HBIN037721,ESR1
HBIN037721,PTGS2
HBIN037796,PRKCB
HBIN037940,PPARG
HBIN037940,CDK2
HBIN037940,MAOB
HBIN037940,PKIA
HBIN037940,PIM1
HBIN037940,GSK3B
HBIN037940,CA2
HBIN037940,ADRB2
HBIN037940,PTGS2
HBIN037940,AR
HBIN037940,CHEK1
HBIN037940,PRSS1
HBIN037940,MAPK14
HBIN037940,PDE3A
HBIN037940,RXRA
HBIN037940,CCNA2
HBIN037940,NR3C1
HBIN037940,ESR1
HBIN037940,NOS2
HBIN037940,PTGS1
HBIN037940,SLC6A4
HBIN037940,ESR2
HBIN037940,ICAM1
HBIN037940,HMOX1
HBIN037940,NQO1
HBIN037940,CASP9
HBIN037940,CASP3
HBIN037940,AMY2A
HBIN038494,CDK2
HBIN038494,NOS2
HBIN038494,ESR1
HBIN038604,DPP4
HBIN038604,GABRA1
HBIN038604,DPEP1
HBIN038605,DPP4
HBIN038606,TNF
HBIN038606,LBP
HBIN038606,IL6
HBIN038606,CD14
HBIN038627,ADRA1D
HBIN038627,DPP4
HBIN038627,PRSS1
HBIN038627,ADRA1B
HBIN038627,CTRB1
HBIN038627,CA2
HBIN038627,ADRA2B
HBIN038627,ADRA2C
HBIN038627,CHRM2
HBIN038627,DPEP1
HBIN038627,AHSA1
HBIN038627,TYR
HBIN038627,TNF
HBIN038627,SLC6A3
HBIN038627,SLC6A2
HBIN038627,RELA
HBIN038627,PTGS2
HBIN038627,PTGS1
HBIN038627,PTEN
HBIN038627,MAPK3
HBIN038627,MAPK1
HBIN038627,NFKBIA
HBIN038627,MAOB
HBIN038627,MAOA
HBIN038627,IL2
HBIN038627,ICAM1
HBIN038627,CHRM1
HBIN038627,BCL2
HBIN038627,BAX
HBIN038627,AKT1
HBIN038627,ADRB2
HBIN038627,ADRB1
HBIN038627,ADRA2A
HBIN038627,ADRA1A
HBIN038629,CCNA2
HBIN038629,NOS2
HBIN038629,CA2
HBIN038629,GSK3B
HBIN038629,DPP4
HBIN038629,MAPK14
HBIN038629,CDK2
HBIN038629,PTGS2
HBIN038629,DPEP1
HBIN038629,ESR1
HBIN038629,AR
HBIN039003,TRPV3
HBIN039003,TRPM3
HBIN039003,TRPM7
HBIN039003,TRPM4
HBIN039003,TRPM5
HBIN039003,TRPA1
HBIN039003,TRPM2
HBIN039003,PTGS1
